2310047,Sharvesh B S,CSE,5,74.160004,CS1106|CS1110|CS1107|CS1104|CS1109|CS1102|CS2108|CS2109|CS2105|CS2102|CS2101|CS2106|CS3110|CS3108|CS3102|CS3107|CS3109|CS4106|CS4110|CS4103|CS4107|CS4108|CS4101,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,6.080000,mvwi@gmail.com,1
2310048,Siva Prasanna L,CSE,5,78.750000,CS1101|CS1110|CS1108|CS1109|CS1107|CS2109|CS2106|CS2101|CS2110|CS3103|CS3102|CS3101|CS3108|CS3105|CS4109|CS4106|CS4102|CS4104|CS4101,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,8.580000,kmmhs7@gmail.com,1
2310049,Srilakshmi Basker,CSE,5,79.669998,CS1106|CS1109|CS1103|CS1104|CS1108|CS1102|CS2101|CS2106|CS2103|CS2105|CS2108|CS2104|CS3107|CS3109|CS3108|CS3106|CS4107|CS4102|CS4104|CS4106|CS4101,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,9.400000,joiz82y1@gmail.com,1
2310050,Swarna Kamali L,CSE,5,70.220001,CS1110|CS1108|CS1103|CS1107|CS2101|CS2106|CS2108|CS2102|CS2110|CS2104|CS3106|CS3107|CS3109|CS3104|CS4109|CS4102|CS4101|CS4108,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,7.310000,gmbp50dx@gmail.com,1
2310051,Tharshene R M,CSE,5,75.489998,CS1103|CS1102|CS1109|CS1106|CS2103|CS2102|CS2101|CS2106|CS2105|CS3105|CS3102|CS3106|CS3110|CS4108|CS4102|CS4109|CS4107|CS4106,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,5.490000,zzelgmxx@gmail.com,1
2310052,Thirupathi A,CSE,5,69.989998,CS1103|CS1101|CS1107|CS1105|CS1104|CS2101|CS2103|CS2109|CS2106|CS3107|CS3102|CS3103|CS3109|CS3110|CS4106|CS4107|CS4101|CS4108|CS4103|CS4110,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,4.560000,nfu5@gmail.com,1
2310053,Vasanth V,CSE,5,70.209999,CS1106|CS1102|CS1109|CS1107|CS2101|CS2104|CS2107|CS2110|CS2108|CS2106|CS3108|CS3101|CS3109|CS3106|CS3104|CS4110|CS4101|CS4105|CS4103,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,7.090000,0wbov@gmail.com,1
2310054,Vinnie Silviyaa A,CSE,5,66.169998,CS1105|CS1107|CS1109|CS1102|CS2105|CS2106|CS2107|CS2103|CS2101|CS2102|CS3109|CS3110|CS3104|CS3108|CS3106|CS3101|CS4109|CS4105|CS4106|CS4110,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,10.000000,g7pv@gmail.com,1
2310055,Yogesh R,CSE,5,71.629997,CS1103|CS1105|CS1109|CS1110|CS1102|CS1106|CS2105|CS2103|CS2108|CS2107|CS2102|CS3108|CS3103|CS3109|CS3104|CS3106|CS3107|CS4110|CS4102|CS4107|CS4106|CS4109,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,8.830000,f76ggl7h5@gmail.com,1
2310056,Yogesh Thiagu M K,CSE,5,71.519997,CS1105|CS1103|CS1109|CS1101|CS2107|CS2110|CS2101|CS2109|CS2106|CS3109|CS3104|CS3108|CS3107|CS3103|CS3102|CS4110|CS4101|CS4103|CS4105|CS4108|CS4102,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,10.000000,ikqu@gmail.com,1
2310057,Aashish Kumar,CSE,5,68.930000,CS1109|CS1104|CS1103|CS1110|CS2107|CS2101|CS2109|CS2104|CS3108|CS3107|CS3102|CS3101|CS3104|CS3105|CS4109|CS4106|CS4107|CS4110,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,9.730000,pnri7@gmail.com,1
2310058,Abdur Rasheed,CSE,5,78.910004,CS1104|CS1106|CS1109|CS1102|CS1105|CS2109|CS2110|CS2107|CS2101|CS2106|CS3109|CS3106|CS3101|CS3108|CS3107|CS4110|CS4107|CS4109|CS4108,CS5104|CS5102|CS5110|CS5109,CS5104S3|CS5102S3|CS5110S3|CS5109S3,NULL,5.020000,yxw1zd@gmail.com,1
2310059,Adarsh G,CSE,5,76.150002,CS1108|CS1107|CS1102|CS1109|CS1103|CS2105|CS2109|CS2106|CS2104|CS2108|CS2107|CS3102|CS3106|CS3105|CS3110|CS4103|CS4105|CS4101|CS4109|CS4110|CS4102,CS5104|CS5102|CS5110|CS5109,CS5104S2|CS5102S2|CS5110S2|CS5109S2,NULL,10.000000,ra6g1f1t@gmail.com,1
2310060,Adhilesh G,CSE,5,91.949997,CS1109|CS1110|CS1108|CS1101|CS2103|CS2102|CS2109|CS2106|CS2108|CS2101|CS3110|CS3101|CS3105|CS3109|CS3104|CS3106|CS4109|CS4105|CS4108|CS4104|CS4103,CS5104|CS5102|CS5110|CS5109,CS5104S2|CS5102S2|CS5110S2|CS5109S2,NULL,7.470000,fmyqz@gmail.com,1
2310061,Aditya R,CSE,5,68.820000,CS1110|CS1103|CS1108|CS1109|CS1107|CS1102|CS2105|CS2101|CS2103|CS2107|CS3107|CS3105|CS3102|CS3110|CS3103|CS3109|CS4103|CS4106|CS4104|CS4101|CS4109,CS5104|CS5102|CS5110|CS5109,CS5104S2|CS5102S2|CS5110S2|CS5109S2,NULL,6.550000,hlc9@gmail.com,1
2310062,Advaith A Prabhu,CSE,5,81.820000,CS1106|CS1102|CS1110|CS1108|CS2104|CS2105|CS2103|CS2101|CS2110|CS2106|CS3107|CS3103|CS3106|CS3109|CS3108|CS3101|CS4104|CS4103|CS4110|CS4101|CS4109,CS5104|CS5102|CS5110|CS5109,CS5104S2|CS5102S2|CS5110S2|CS5109S2,NULL,7.370000,icgz2@gmail.com,1
2310063,Ajay T,CSE,5,58.580002,CS1105|CS1103|CS1101|CS1104|CS1107|CS2101|CS2108|CS2103|CS2110|CS2104|CS2106|CS3110|CS3109|CS3101|CS3108|CS4106|CS4108|CS4110|CS4109|CS4107|CS4101,CS5104|CS5102|CS5110|CS5109,CS5104S2|CS5102S2|CS5110S2|CS5109S2,NULL,8.840000,881uo5kq@gmail.com,1
2310064,Akaspathan R,CSE,5,71.669998,CS1109|CS1108|CS1103|CS1106|CS2103|CS2107|CS2101|CS2110|CS2106|CS2104|CS3108|CS3102|CS3105|CS3106|CS4102|CS4103|CS4108|CS4110|CS4105|CS4107,CS5104|CS5102|CS5110|CS5109,CS5104S2|CS5102S2|CS5110S2|CS5109S2,NULL,7.540000,r88z@gmail.com,1
2310065,Allen Infanto G A,CSE,5,69.870003,CS1103|CS1104|CS1102|CS1106|CS2101|CS2108|CS2102|CS2110|CS2104|CS2103|CS3110|CS3101|CS3109|CS3103|CS3102|CS3104|CS4101|CS4104|CS4110|CS4108,CS5104|CS5102|CS5110|CS5109,CS5104S2|CS5102S2|CS5110S2|CS5109S2,NULL,9.340000,73gqhykrr@gmail.com,1
2310066,Amulesh S,CSE,7,64.529999,CS1110|CS1103|CS1102|CS1101|CS2101|CS2110|CS2109|CS2103|CS2108|CS2105|CS3108|CS3106|CS3101|CS3110|CS3103|CS3105|CS4104|CS4101|CS4103|CS4106|CS4108|CS5102|CS5110|CS5104|CS5105|CS6104|CS6101|CS6107|CS6108|CS6106|CS6105,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,9.690000,4uemsvd4q@gmail.com,1
2310067,Anish Pradeesh,CSE,7,71.139999,CS1109|CS1107|CS1101|CS1106|CS1102|CS1103|CS2102|CS2103|CS2107|CS2110|CS3104|CS3110|CS3103|CS3109|CS3102|CS4104|CS4106|CS4103|CS4107|CS4109|CS5104|CS5109|CS5108|CS5105|CS5102|CS6102|CS6109|CS6104|CS6106,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,7.580000,70vj@gmail.com,1
2310068,Arun M,CSE,7,78.230003,CS1107|CS1103|CS1101|CS1104|CS1109|CS1102|CS2110|CS2104|CS2109|CS2101|CS2102|CS3104|CS3106|CS3107|CS3110|CS3103|CS4107|CS4103|CS4108|CS4109|CS5106|CS5103|CS5105|CS5109|CS5110|CS5102|CS6110|CS6108|CS6107|CS6104|CS6103,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,5.960000,0apccxj40u@gmail.com,1
2310069,Ashwini V,CSE,7,78.739998,CS1107|CS1104|CS1103|CS1110|CS1109|CS2110|CS2104|CS2107|CS2108|CS2103|CS3103|CS3108|CS3102|CS3107|CS4104|CS4101|CS4108|CS4102|CS5104|CS5107|CS5105|CS5103|CS5110|CS5109|CS6105|CS6101|CS6110|CS6102|CS6107|CS6104,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,5.410000,ojtfzi96@gmail.com,1
2310070,Aswanth Ramesh,CSE,7,95.900002,CS1110|CS1107|CS1102|CS1103|CS1104|CS1101|CS2108|CS2107|CS2109|CS2102|CS2110|CS2101|CS3110|CS3101|CS3105|CS3106|CS3103|CS3107|CS4110|CS4108|CS4103|CS4105|CS4102|CS4109|CS5101|CS5110|CS5102|CS5108|CS5106|CS5105|CS6109|CS6105|CS6104|CS6103|CS6106,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,5.290000,r753mr@gmail.com,1
2310071,Atharsh Yathindran Karthik,CSE,7,92.209999,CS1110|CS1106|CS1103|CS1101|CS1105|CS2103|CS2105|CS2107|CS2101|CS3110|CS3108|CS3103|CS3102|CS4109|CS4102|CS4104|CS4101|CS5107|CS5103|CS5104|CS5110|CS6105|CS6104|CS6108|CS6110|CS6107,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,10.000000,hcgcitatsl@gmail.com,1
2310072,Avadesh Murali,CSE,7,83.790001,CS1103|CS1106|CS1108|CS1104|CS1102|CS1105|CS2101|CS2109|CS2104|CS2105|CS2107|CS2102|CS3103|CS3108|CS3106|CS3102|CS3107|CS3101|CS4105|CS4107|CS4101|CS4104|CS4109|CS4110|CS5105|CS5107|CS5106|CS5102|CS6105|CS6103|CS6106|CS6104,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,8.760000,4u2aj7@gmail.com,1
2310073,Balaji G,CSE,7,69.449997,CS1101|CS1109|CS1104|CS1110|CS1105|CS2108|CS2105|CS2106|CS2104|CS2107|CS2101|CS3101|CS3107|CS3102|CS3104|CS4102|CS4107|CS4103|CS4104|CS5108|CS5109|CS5106|CS5105|CS6108|CS6102|CS6103|CS6109|CS6106,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,10.000000,xas1p9nl1y@gmail.com,1
2310074,Deepak V Deepak V,CSE,7,90.449997,CS1106|CS1105|CS1108|CS1109|CS1107|CS1104|CS2103|CS2104|CS2105|CS2106|CS2109|CS2108|CS3109|CS3106|CS3104|CS3105|CS3102|CS3108|CS4110|CS4107|CS4106|CS4101|CS5101|CS5105|CS5102|CS5108|CS5110|CS6102|CS6108|CS6110|CS6106,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,7.540000,7pb148k@gmail.com,1
2310075,Dhanu Pratap M,CSE,7,80.180000,CS1108|CS1106|CS1102|CS1103|CS1110|CS1105|CS2109|CS2103|CS2106|CS2110|CS2101|CS2108|CS3104|CS3102|CS3110|CS3101|CS3108|CS3106|CS4108|CS4105|CS4110|CS4107|CS4103|CS4102|CS5106|CS5108|CS5104|CS5105|CS5103|CS6109|CS6105|CS6102|CS6106,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,7.630000,2meog@gmail.com,1
2310076,Dinesh A,CSE,7,80.250000,CS1107|CS1104|CS1105|CS1109|CS2108|CS2107|CS2105|CS2103|CS2101|CS3108|CS3107|CS3101|CS3106|CS4102|CS4105|CS4107|CS4101|CS4104|CS5102|CS5110|CS5103|CS5109|CS5101|CS5104|CS6102|CS6104|CS6107|CS6105|CS6108|CS6101,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,8.290000,7g3q0b2l@gmail.com,1
2310077,Dinesh Aravind K,CSE,7,65.269997,CS1101|CS1103|CS1107|CS1104|CS2106|CS2102|CS2103|CS2105|CS2108|CS3106|CS3101|CS3110|CS3104|CS4110|CS4107|CS4103|CS4105|CS4104|CS5105|CS5108|CS5109|CS5110|CS6104|CS6109|CS6101|CS6107,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,5.970000,vtuz@gmail.com,1
2310078,Gavaskar Rajhaa A,CSE,7,72.930000,CS1103|CS1105|CS1108|CS1106|CS1107|CS1109|CS2110|CS2106|CS2105|CS2107|CS2103|CS3109|CS3107|CS3105|CS3103|CS4102|CS4108|CS4103|CS4109|CS5106|CS5108|CS5104|CS5103|CS5110|CS5107|CS6107|CS6103|CS6110|CS6104,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,5.000000,n1vw52k96@gmail.com,1
2310079,Gokul K,CSE,7,74.379997,CS1106|CS1101|CS1102|CS1104|CS1103|CS1105|CS2105|CS2106|CS2104|CS2108|CS2102|CS2109|CS3105|CS3103|CS3106|CS3107|CS3109|CS3102|CS4105|CS4109|CS4104|CS4103|CS4107|CS4106|CS5108|CS5105|CS5104|CS5109|CS6109|CS6107|CS6102|CS6103|CS6110|CS6106,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,8.440000,ujxq@gmail.com,1
2310080,Gokul V S,CSE,7,69.790001,CS1103|CS1109|CS1102|CS1106|CS1107|CS1105|CS2103|CS2107|CS2102|CS2104|CS3107|CS3103|CS3105|CS3101|CS3106|CS3108|CS4108|CS4103|CS4109|CS4105|CS4110|CS5103|CS5110|CS5106|CS5101|CS5105|CS5108|CS6101|CS6108|CS6105|CS6106|CS6103,CS7104|CS7103|CS7110|CS7109,CS7104S3|CS7103S3|CS7110S3|CS7109S3,NULL,10.000000,65b4ja70@gmail.com,1
2310081,Gowtham Balamurugan,CSE,7,86.919998,CS1104|CS1109|CS1106|CS1102|CS1105|CS2104|CS2110|CS2109|CS2108|CS3109|CS3107|CS3104|CS3103|CS3105|CS3106|CS4103|CS4106|CS4102|CS4107|CS4108|CS5104|CS5108|CS5103|CS5101|CS5105|CS5110|CS6107|CS6105|CS6106|CS6110,CS7104|CS7103|CS7110|CS7109,CS7104S2|CS7103S2|CS7110S2|CS7109S2,NULL,7.540000,7lo44zpj@gmail.com,1
2310082,Gurusurya C,CSE,7,65.250000,CS1101|CS1109|CS1110|CS1106|CS1107|CS2103|CS2102|CS2110|CS2108|CS2106|CS2109|CS3106|CS3108|CS3101|CS3107|CS4108|CS4103|CS4107|CS4102|CS5108|CS5106|CS5109|CS5107|CS5104|CS6106|CS6104|CS6107|CS6105|CS6101|CS6108,CS7104|CS7103|CS7110|CS7109,CS7104S2|CS7103S2|CS7110S2|CS7109S2,NULL,8.010000,j7ifwcx@gmail.com,1
